sym,name,sector,lunes,martes,miercoles,jueves,viernes
WEC,WEC Energy Group,Utilities,33.66727272727273,33.914836272040304,33.73304530201342,33.82629376601195,33.78316151202749
WFC,Wells Fargo,Financials,27.920211202938475,28.026213266162888,27.958607382550337,27.97935098206661,28.01898625429553
WELL,Welltower,Real Estate,34.568200183654724,34.76806045340051,34.638162751677854,34.65370623398804,34.69590206185567
WST,West Pharmaceutical Services,Health Care,69.36335169880624,70.16493702770781,69.79437919463086,70.0659436379163,69.61188144329897
WDC,Western Digital,Information Technology,34.35876951331497,34.512804366078925,34.42980704697987,34.4698975234842,34.3379381443299
WRK,WestRock,Materials,40.36899159663865,40.51137055837563,40.48964376590331,40.47131443298969,40.58279373368146
WY,Weyerhaeuser,Real Estate,17.52698806244261,17.59369437447523,17.562776845637586,17.594329632792483,17.578582474226806
WHR,Whirlpool Corporation,Consumer Discretionary,85.46087235996328,85.92554995801848,85.71743288590605,85.70748078565329,85.56958762886597
WMB,Williams Companies,Energy,15.10613406795225,15.170050377833752,15.153666107382548,15.16058923996584,15.169570446735396
WTW,Willis Towers Watson,Financials,102.20757338551859,102.95331244404656,102.57225604297226,102.80137648131267,102.68425297891842
GWW,W. W. Grainger,Industrials,158.78767676767677,160.26412258606214,159.34849832214766,159.5418360375747,159.5150171821306
WYNN,Wynn Resorts,Consumer Discretionary,79.80995815899583,80.00144083969465,79.78378223495702,80.04986381322956,79.97736790606653
XEL,Xcel Energy,Utilities,25.373893480257117,25.54261125104954,25.440604026845637,25.5066951323655,25.45742268041237
XYL,Xylem Inc.,Industrials,57.07018796992481,57.50445205479452,57.362044673539515,57.236742160278745,57.23816112084063
YUM,Yum! Brands,Consumer Discretionary,41.90949494949495,42.21746431570109,42.04865771812081,42.16424423569599,42.122697594501716
ZBRA,Zebra Technologies,Information Technology,99.81932966023875,100.6911502938707,100.11098993288591,100.23374039282665,99.72664948453608
ZBH,Zimmer Biomet,Health Care,79.47100393700786,80.00026126126126,79.7244154676259,79.91134738771768,79.73996313364056
ZION,Zions Bancorporation,Financials,35.506409550045916,35.649185558354326,35.62895134228188,35.68385994876174,35.75012027491409
ZTS,Zoetis,Health Care,90.62563559322035,91.22884393063583,91.1264854368932,91.37660749506904,91.07345238095238
